Chart1|Chart2|Chart3|Chart4|Track|Artist|Date|Chart5|Chart6|Chart7|Date2
94|NEW|94|1|Yeah Boy|KELSEA BALLERINI|2017-03-04|94|91|5|20170304
95|NEW|95|1|Sex With Me|RIHANNA|2017-03-04|95|95|1|20170304
96|NEW|96|1|Hurricane|LUKE COMBS|2017-03-04|96|31|15|20170304
97|99|97|3|Some Kind Of Drug|G-EAZY featuring MARC E. BASSY|2017-02-18|100|97|3|20170304
98|NEW|98|1|El Amante|NICKY JAM|2017-03-04|98|98|3|20170304
99|98|48|11|Redbone|CHILDISH GAMBINO|2016-12-24|48|48|11|20170304
100|NEW|100|1|Scared To Be Lonely|MARTIN GARRIX & DUA LIPA|2017-03-04|100|100|1|20170304
1|1|1|5|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170225
2|2|1|13|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170225
3|3|3|9|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170225
4|NEW|4|1|Million Reasons|LADY GAGA|2017-02-25|4|4|9|20170225
5|4|4|14|Bad Things|MACHINE GUN KELLY x CAMILLA CABELLO|2016-11-26|73|4|22|20170225
6|15|6|14|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170225
7|5|1|28|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170225
8|10|8|24|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170225
9|6|6|18|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|6|27|20170225
10|11|7|4|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170225
11|8|8|16|Fake Love|DRAKE|2016-11-12|24|8|25|20170225
12|7|1|21|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|30|20170225
13|14|13|16|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170225
14|9|1|22|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|27|20170225
15|12|4|18|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170225
16|16|16|12|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170225
17|17|11|23|Caroline|AMINE|2016-09-24|96|11|28|20170225
18|13|4|24|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|28|20170225
19|21|17|20|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170225
20|18|4|27|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|33|20170225
21|38|21|2|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170225
22|NEW|22|1|No Favors|BIG SEAN featuring EMINEM|2017-02-25|22|22|3|20170225
23|24|23|10|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170225
24|20|16|18|All Time Low|JON BELLION|2016-10-29|82|16|22|20170225
25|22|1|40|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170225
26|19|19|4|T-Shirt|MIGOS|2017-02-04|43|19|19|20170225
27|29|27|16|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170225
28|27|27|7|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170225
29|23|2|34|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|39|20170225
30|28|26|13|Water Under The Bridge|ADELE|2016-12-03|94|26|21|20170225
31|37|31|4|Down|MARIAN HILL|2017-02-04|99|21|17|20170225
32|30|1|52|Cheap Thrills|SIA featuring SEAN PAUL|2016-03-05|81|1|52|20170225
33|25|20|20|This Town|NIALL HORAN|2016-10-15|63|20|22|20170225
34|26|12|28|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|29|20170225
35|31|5|35|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|37|20170225
36|32|6|36|Treat You Better|SHAWN MENDES|2016-06-25|34|6|39|20170225
37|57|37|3|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170225
38|74|38|7|Moves|BIG SEAN|2017-01-14|71|38|18|20170225
39|39|39|6|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170225
40|34|34|15|Better Man|LITTLE BIG TOWN|2016-11-19|54|34|20|20170225
41|64|41|3|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170225
42|33|5|19|Juju On That Beat (TZ Anthem)|ZAY HILFIGERRR & ZAYLON McCALL|2016-10-22|89|5|20|20170225
43|NEW|43|1|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170225
44|36|3|51|Don't Let Me Down|THE CHAINSMOKERS featuring DAYA|2016-03-12|81|3|51|20170225
45|35|23|15|Love Me Now|JOHN LEGEND|2016-11-19|98|23|18|20170225
46|43|43|10|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20170225
47|46|46|8|Make Me (Cry)|NOAH CYRUS featuring LABRINTH|2017-01-07|75|46|14|20170225
48|44|40|8|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170225
49|40|18|23|The Greatest|SIA featuring KENDRICK LAMAR|2016-09-24|52|18|23|20170225
50|NEW|50|1|Bad Romance|LADY GAGA|2017-02-25|50|50|1|20170225
51|47|7|9|Deja Vu|J. COLE|2016-12-31|7|7|20|20170225
52|60|52|5|Location|KHALID|2017-01-28|77|16|20|20170225
53|51|41|8|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170225
54|53|53|20|HandClap|FITZ AND THE TANTRUMS|2016-10-15|89|53|20|20170225
55|56|55|7|Seein' Red|DUSTIN LYNCH|2017-01-14|79|55|9|20170225
56|59|53|6|I Got You|BEBE REXHA|2017-01-21|94|43|11|20170225
57|54|14|14|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20170225
58|45|45|15|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20170225
59|41|41|10|Play That Song|TRAIN|2016-12-24|77|41|19|20170225
60|55|16|12|Party Monster|THE WEEKND|2016-12-10|39|16|19|20170225
61|61|61|4|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170225
62|50|6|5|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170225
63|68|62|7|Think A Little Less|MICHAEL RAY|2017-01-14|90|54|16|20170225
64|52|42|13|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20170225
65|67|51|7|Goosebumps|TRAVIS SCOTT|2017-01-14|85|50|13|20170225
66|70|63|6|Sober Saturday Night|CHRIS YOUNG featuring VINCE GILL|2017-01-21|92|47|11|20170225
67|65|51|12|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20170225
68|NEW|68|1|My Old Man|ZAC BROWN BAND|2017-02-25|68|68|1|20170225
69|87|69|3|Guys My Age|HEY VIOLET|2017-02-11|84|68|5|20170225
70|NEW|70|1|Sacrifices|BIG SEAN featuring MIGOS|2017-02-25|70|70|1|20170225
71|63|54|7|Way Down We Go|KALEO|2017-01-14|98|54|8|20170225
72|82|72|5|Call On Me|STARLEY|2017-01-28|94|65|17|20170225
73|48|48|2|Slippery|MIGOS featuring GUCCI MANE|2017-02-18|48|48|5|20170225
74|NEW|74|1|Halfway Off The Balcony|BIG SEAN|2017-02-25|74|74|1|20170225
75|81|74|5|Today|BRAD PAISLEY|2017-01-28|95|67|10|20170225
76|NEW|76|1|Jump Out The Window|BIG SEAN|2017-02-25|76|76|1|20170225
77|76|61|8|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170225
78|79|71|7|Kill A Word|ERIC CHURCH featuring RHIANNON GIDDENS|2017-01-14|82|71|13|20170225
79|69|69|6|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170225
80|86|80|3|Fast|LUKE BRYAN|2017-02-11|81|58|13|20170225
81|73|43|16|No Heart|21 SAVAGE & METRO BOOMIN|2016-11-12|85|43|19|20170225
82|83|82|4|Not Nice|PARTYNEXTDOOR|2017-02-04|95|82|7|20170225
83|77|56|9|How Far I'll Go|ALESSIA CARA|2016-12-31|94|56|18|20170225
84|95|84|3|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170225
85|78|51|14|Selfish|PNB ROCK|2016-11-26|87|51|19|20170225
86|NEW|86|1|Owe Me|BIG SEAN|2017-02-25|86|86|1|20170225
87|NEW|87|1|Beauty And The Beast|ARIANA GRANDE & JOHN LEGEND|2017-02-25|87|87|1|20170225
88|85|46|19|Wanna Be That Song|BRETT ELDREDGE|2016-10-22|98|46|20|20170225
89|NEW|89|1|I Don't|MARIAH CAREY featuring YG|2017-02-25|89|89|1|20170225
90|80|80|3|Road Less Traveled|LAUREN ALAINA|2017-02-11|86|67|12|20170225
91|89|74|7|80s Mercedes|MAREN MORRIS|2017-01-14|91|74|7|20170225
92|75|41|11|How Far I'll Go|AULI'I CRAVALHO|2016-12-17|52|41|11|20170225
93|NEW|93|1|Now & Later|SAGE THE GEMINI|2017-02-25|93|93|1|20170225
94|NEW|94|1|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170225
95|NEW|95|1|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170225
96|92|71|8|OTW|DJ LUKE NASTY|2017-01-07|91|71|8|20170225
97|NEW|97|1|Light|BIG SEAN featuring JEREMIH|2017-02-25|97|97|1|20170225
98|94|48|10|Redbone|CHILDISH GAMBINO|2016-12-24|48|48|11|20170225
99|100|99|2|Some Kind Of Drug|G-EAZY featuring MARC E. BASSY|2017-02-18|100|97|3|20170225
100|58|58|2|Kelly Price|MIGOS featuring TRAVIS SCOTT|2017-02-18|58|58|2|20170225
1|2|1|4|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170218
2|1|1|12|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170218
3|5|3|8|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170218
4|4|4|13|Bad Things|MACHINE GUN KELLY x CAMILLA CABELLO|2016-11-26|73|4|22|20170218
5|3|1|27|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170218
6|7|6|17|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|6|27|20170218
7|8|1|20|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|30|20170218
8|9|8|15|Fake Love|DRAKE|2016-11-12|24|8|25|20170218
9|6|1|21|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|27|20170218
10|10|10|23|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170218
11|13|7|3|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170218
12|11|4|17|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170218
13|12|4|23|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|28|20170218
14|14|14|15|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170218
15|15|15|13|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170218
16|18|16|11|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170218
17|17|11|22|Caroline|AMINE|2016-09-24|96|11|28|20170218
18|16|4|26|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|33|20170218
19|37|19|3|T-Shirt|MIGOS|2017-02-04|43|19|19|20170218
20|19|16|17|All Time Low|JON BELLION|2016-10-29|82|16|22|20170218
21|21|17|19|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170218
22|23|1|39|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170218
23|22|2|33|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|39|20170218
24|32|24|9|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170218
25|24|20|19|This Town|NIALL HORAN|2016-10-15|63|20|22|20170218
26|20|12|27|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|29|20170218
27|29|27|6|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170218
28|26|26|12|Water Under The Bridge|ADELE|2016-12-03|94|26|21|20170218
29|31|29|15|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170218
30|27|1|51|Cheap Thrills|SIA featuring SEAN PAUL|2016-03-05|81|1|52|20170218
31|25|5|34|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|37|20170218
32|28|6|35|Treat You Better|SHAWN MENDES|2016-06-25|34|6|39|20170218
33|30|5|18|Juju On That Beat (TZ Anthem)|ZAY HILFIGERRR & ZAYLON McCALL|2016-10-22|89|5|20|20170218
34|35|34|14|Better Man|LITTLE BIG TOWN|2016-11-19|54|34|20|20170218
35|33|23|14|Love Me Now|JOHN LEGEND|2016-11-19|98|23|18|20170218
36|34|3|50|Don't Let Me Down|THE CHAINSMOKERS featuring DAYA|2016-03-12|81|3|51|20170218
37|52|37|3|Down|MARIAN HILL|2017-02-04|99|21|17|20170218
38|NEW|38|1|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170218
39|58|39|5|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170218
40|38|18|22|The Greatest|SIA featuring KENDRICK LAMAR|2016-09-24|52|18|23|20170218
41|60|41|9|Play That Song|TRAIN|2016-12-24|77|41|19|20170218
42|36|24|21|Blue Ain't Your Color|KEITH URBAN|2016-10-01|73|24|21|20170218
43|44|43|9|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20170218
44|40|40|7|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170218
45|45|45|14|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20170218
46|57|46|7|Make Me (Cry)|NOAH CYRUS featuring LABRINTH|2017-01-07|75|46|14|20170218
47|46|7|8|Deja Vu|J. COLE|2016-12-31|7|7|20|20170218
48|NEW|48|1|Slippery|MIGOS featuring GUCCI MANE|2017-02-18|48|48|5|20170218
49|41|36|21|X|21 SAVAGE & METRO BOOMIN featuring FUTURE|2016-10-01|98|36|21|20170218
50|39|6|4|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170218
51|49|41|7|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170218
52|42|42|12|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20170218
53|53|53|19|HandClap|FITZ AND THE TANTRUMS|2016-10-15|89|53|20|20170218
54|47|14|13|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20170218
55|50|16|11|Party Monster|THE WEEKND|2016-12-10|39|16|19|20170218
56|55|55|6|Seein' Red|DUSTIN LYNCH|2017-01-14|79|55|9|20170218
57|82|57|2|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170218
58|NEW|58|1|Kelly Price|MIGOS featuring TRAVIS SCOTT|2017-02-18|58|58|2|20170218
59|56|53|5|I Got You|BEBE REXHA|2017-01-21|94|43|11|20170218
60|64|60|4|Location|KHALID|2017-01-28|77|16|20|20170218
61|77|61|3|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170218
62|NEW|62|1|Call Casting|MIGOS|2017-02-18|62|62|1|20170218
63|54|54|6|Way Down We Go|KALEO|2017-01-14|98|54|8|20170218
64|87|64|2|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170218
65|59|51|11|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20170218
66|NEW|66|1|Run Up|MAJOR LAZER featuring PARTYNEXTDOOR & NICKI MINAJ|2017-02-18|66|66|1|20170218
67|51|51|6|Goosebumps|TRAVIS SCOTT|2017-01-14|85|50|13|20170218
68|62|62|6|Think A Little Less|MICHAEL RAY|2017-01-14|90|54|16|20170218
69|79|69|5|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170218
70|63|63|5|Sober Saturday Night|CHRIS YOUNG featuring VINCE GILL|2017-01-21|92|47|11|20170218
71|NEW|71|1|I'm Better|MISSY ELLIOTT featuring LAMB|2017-02-18|71|71|1|20170218
72|NEW|72|1|Get Right Witcha|MIGOS|2017-02-18|72|72|1|20170218
73|61|43|15|No Heart|21 SAVAGE & METRO BOOMIN|2016-11-12|85|43|19|20170218
74|72|62|6|Moves|BIG SEAN|2017-01-14|71|38|18|20170218
75|65|41|10|How Far I'll Go|AULI'I CRAVALHO|2016-12-17|52|41|11|20170218
76|75|61|7|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170218
77|68|56|8|How Far I'll Go|ALESSIA CARA|2016-12-31|94|56|18|20170218
78|67|51|13|Selfish|PNB ROCK|2016-11-26|87|51|19|20170218
79|71|71|6|Kill A Word|ERIC CHURCH featuring RHIANNON GIDDENS|2017-01-14|82|71|13|20170218
80|86|80|2|Road Less Traveled|LAUREN ALAINA|2017-02-11|86|67|12|20170218
81|74|74|4|Today|BRAD PAISLEY|2017-01-28|95|67|10|20170218
82|88|79|4|Call On Me|STARLEY|2017-01-28|94|65|17|20170218
83|83|83|3|Not Nice|PARTYNEXTDOOR|2017-02-04|95|82|7|20170218
84|80|80|2|If The Boot Fits|GRANGER SMITH|2017-02-11|80|80|2|20170218
85|69|46|18|Wanna Be That Song|BRETT ELDREDGE|2016-10-22|98|46|20|20170218
86|81|81|2|Fast|LUKE BRYAN|2017-02-11|81|58|13|20170218
87|84|84|2|Guys My Age|HEY VIOLET|2017-02-11|84|68|5|20170218
88|NEW|88|1|Scared To Be Lonely|MARTIN GARRIX & DUA LIPA|2017-02-18|88|88|1|20170218
89|78|74|6|80s Mercedes|MAREN MORRIS|2017-01-14|91|74|7|20170218
90|66|48|16|Dirty Laundry|CARRIE UNDERWOOD|2016-11-05|73|48|16|20170218
91|70|59|18|Fresh Eyes|ANDY GRAMMER|2016-10-22|97|59|18|20170218
92|73|71|7|OTW|DJ LUKE NASTY|2017-01-07|91|71|8|20170218
93|NEW|93|1|Culture|MIGOS featuring DJ KHALED|2017-02-18|93|93|1|20170218
94|76|48|9|Redbone|CHILDISH GAMBINO|2016-12-24|48|48|11|20170218
95|93|93|2|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170218
96|85|83|6|Sex With Me|RIHANNA|2017-01-14|94|83|6|20170218
97|90|90|3|Black|DIERKS BENTLEY|2017-02-04|98|90|3|20170218
98|89|60|9|Alone|MARSHMELLO|2016-12-24|94|60|9|20170218
99|NEW|99|1|El Amante|NICKY JAM|2017-02-18|99|99|1|20170218
100|NEW|100|1|Some Kind Of Drug|G-EAZY featuring MARC E. BASSY|2017-02-18|100|97|3|20170218
1|1|1|11|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170211
2|2|1|3|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170211
3|4|1|26|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170211
4|6|4|12|Bad Things|MACHINE GUN KELLY x CAMILLA CABELLO|2016-11-26|73|4|22|20170211
5|8|5|7|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170211
6|3|1|20|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|27|20170211
7|9|7|16|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|6|27|20170211
8|5|1|19|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|30|20170211
9|11|9|14|Fake Love|DRAKE|2016-11-12|24|8|25|20170211
10|13|10|22|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170211
11|10|4|16|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170211
12|12|4|22|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|28|20170211
13|7|7|2|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170211
14|17|14|14|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170211
15|15|15|12|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170211
16|16|4|25|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|33|20170211
17|14|11|21|Caroline|AMINE|2016-09-24|96|11|28|20170211
18|19|18|10|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170211
19|22|16|16|All Time Low|JON BELLION|2016-10-29|82|16|22|20170211
20|23|12|26|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|29|20170211
21|25|17|18|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170211
22|20|2|32|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|39|20170211
23|24|1|38|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170211
24|29|20|18|This Town|NIALL HORAN|2016-10-15|63|20|22|20170211
25|21|5|33|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|37|20170211
26|34|26|11|Water Under The Bridge|ADELE|2016-12-03|94|26|21|20170211
27|27|1|50|Cheap Thrills|SIA featuring SEAN PAUL|2016-03-05|81|1|52|20170211
28|26|6|34|Treat You Better|SHAWN MENDES|2016-06-25|34|6|39|20170211
29|32|29|5|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170211
30|18|5|17|Juju On That Beat (TZ Anthem)|ZAY HILFIGERRR & ZAYLON McCALL|2016-10-22|89|5|20|20170211
31|30|30|14|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170211
32|38|32|8|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170211
33|31|23|13|Love Me Now|JOHN LEGEND|2016-11-19|98|23|18|20170211
34|33|3|49|Don't Let Me Down|THE CHAINSMOKERS featuring DAYA|2016-03-12|81|3|51|20170211
35|41|35|13|Better Man|LITTLE BIG TOWN|2016-11-19|54|34|20|20170211
36|35|24|20|Blue Ain't Your Color|KEITH URBAN|2016-10-01|73|24|21|20170211
37|43|37|2|T-Shirt|MIGOS|2017-02-04|43|19|19|20170211
38|39|18|21|The Greatest|SIA featuring KENDRICK LAMAR|2016-09-24|52|18|23|20170211
39|28|6|3|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170211
40|45|40|6|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170211
41|37|36|20|X|21 SAVAGE & METRO BOOMIN featuring FUTURE|2016-10-01|98|36|21|20170211
42|51|42|11|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20170211
43|40|29|26|Chill Bill|ROB $TONE featuring J. DAVI$ & SPOOKS|2016-08-20|97|29|26|20170211
44|57|44|8|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20170211
45|55|45|13|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20170211
46|48|7|7|Deja Vu|J. COLE|2016-12-31|7|7|20|20170211
47|49|14|12|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20170211
48|42|2|27|Cold Water|MAJOR LAZER featuring JUSTIN BIEBER & MO|2016-08-13|2|2|27|20170211
49|44|41|6|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170211
50|36|16|10|Party Monster|THE WEEKND|2016-12-10|39|16|19|20170211
51|71|51|5|Goosebumps|TRAVIS SCOTT|2017-01-14|85|50|13|20170211
52|99|52|2|Down|MARIAN HILL|2017-02-04|99|21|17|20170211
53|54|53|18|HandClap|FITZ AND THE TANTRUMS|2016-10-15|89|53|20|20170211
54|85|54|5|Way Down We Go|KALEO|2017-01-14|98|54|8|20170211
55|66|55|5|Seein' Red|DUSTIN LYNCH|2017-01-14|79|55|9|20170211
56|53|53|4|I Got You|BEBE REXHA|2017-01-21|94|43|11|20170211
57|62|55|6|Make Me (Cry)|NOAH CYRUS featuring LABRINTH|2017-01-07|75|46|14|20170211
58|81|58|4|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170211
59|52|51|10|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20170211
60|69|60|8|Play That Song|TRAIN|2016-12-24|77|41|19|20170211
61|50|43|14|No Heart|21 SAVAGE & METRO BOOMIN|2016-11-12|85|43|19|20170211
62|76|62|5|Think A Little Less|MICHAEL RAY|2017-01-14|90|54|16|20170211
63|75|63|4|Sober Saturday Night|CHRIS YOUNG featuring VINCE GILL|2017-01-21|92|47|11|20170211
64|70|64|3|Location|KHALID|2017-01-28|77|16|20|20170211
65|67|41|9|How Far I'll Go|AULI'I CRAVALHO|2016-12-17|52|41|11|20170211
66|58|48|15|Dirty Laundry|CARRIE UNDERWOOD|2016-11-05|73|48|16|20170211
67|59|51|12|Selfish|PNB ROCK|2016-11-26|87|51|19|20170211
68|56|56|7|How Far I'll Go|ALESSIA CARA|2016-12-31|94|56|18|20170211
69|64|46|17|Wanna Be That Song|BRETT ELDREDGE|2016-10-22|98|46|20|20170211
70|68|59|17|Fresh Eyes|ANDY GRAMMER|2016-10-22|97|59|18|20170211
71|74|71|5|Kill A Word|ERIC CHURCH featuring RHIANNON GIDDENS|2017-01-14|82|71|13|20170211
72|65|62|5|Moves|BIG SEAN|2017-01-14|71|38|18|20170211
73|72|71|6|OTW|DJ LUKE NASTY|2017-01-07|91|71|8|20170211
74|92|74|3|Today|BRAD PAISLEY|2017-01-28|95|67|10|20170211
75|61|61|6|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170211
76|63|48|8|Redbone|CHILDISH GAMBINO|2016-12-24|48|48|11|20170211
77|88|77|2|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170211
78|82|74|5|80s Mercedes|MAREN MORRIS|2017-01-14|91|74|7|20170211
79|89|79|4|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170211
80|NEW|80|1|If The Boot Fits|GRANGER SMITH|2017-02-11|80|80|2|20170211
81|NEW|81|1|Fast|LUKE BRYAN|2017-02-11|81|58|13|20170211
82|NEW|82|1|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170211
83|95|83|2|Not Nice|PARTYNEXTDOOR|2017-02-04|95|82|7|20170211
84|NEW|84|1|Guys My Age|HEY VIOLET|2017-02-11|84|68|5|20170211
85|87|83|5|Sex With Me|RIHANNA|2017-01-14|94|83|6|20170211
86|NEW|86|1|Road Less Traveled|LAUREN ALAINA|2017-02-11|86|67|12|20170211
87|NEW|87|1|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170211
88|79|79|3|Call On Me|STARLEY|2017-01-28|94|65|17|20170211
89|60|60|8|Alone|MARSHMELLO|2016-12-24|94|60|9|20170211
90|98|90|2|Black|DIERKS BENTLEY|2017-02-04|98|90|3|20170211
91|NEW|91|1|Love On The Weekend|JOHN MAYER|2017-02-11|91|91|1|20170211
92|NEW|92|1|Good Drank|2 CHAINZ x GUCCI MANE x QUAVO|2017-02-11|92|92|1|20170211
93|NEW|93|1|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170211
94|NEW|94|1|Dancing On My Own|CALUM SCOTT|2017-02-11|94|94|1|20170211
95|73|28|14|Sneakin'|DRAKE featuring 21 SAVAGE|2016-11-12|38|28|14|20170211
96|83|59|18|Song For Another Time|OLD DOMINION|2016-10-15|92|59|18|20170211
97|NEW|97|1|Million Reasons|LADY GAGA|2017-02-11|97|97|1|20170211
